Brand,Model,Specifications
ZTE,Blade V,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2013, September. Released 2013, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '126 x 64 x 10.9 mm (4.96 x 2.52 x 0.43 in)', 'Weight': '130 g (4.59 oz)', 'SIM': 'Yes'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.1 (Jelly Bean)', 'Chipset': 'Qualcomm MSM8225Q Snapdragon S4 Play', 'CPU': 'Quad-core 1.2 GHz Cortex-A5', 'GPU': 'Adreno 203'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black/Blue'}}]"
ZTE,Blade G V880G,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2013, April. Released 2013, April', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '133 x 67 x 9.2 mm (5.24 x 2.64 x 0.36 in)', 'Weight': '140 g (4.94 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '4.5 inches, 55.8 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.1.2 (Jelly Bean)', 'Chipset': 'Qualcomm MSM8225 Snapdragon S4 Play', 'CPU': 'Dual-core 1.2 GHz Cortex-A5', 'GPU': 'Adreno 203'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB (1.9GB accessible), 512MB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '3.0, A2DP', 'GPS': 'Yes, with A-GPS', 'NFC': 'Yes', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, Blue', 'Price': 'About 280 EUR'}}]"
ZTE,nubia Z7 mini,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, July', 'Status': 'Available. Released 2014, July'}}, {'Body': {'Dimensions': '140.9 x 69.3 x 8.2 mm (5.55 x 2.73 x 0.32 in)', 'Weight': '143 g (5.04 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 67.7 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat), nubia UI 2', 'Chipset': 'Qualcomm MSM8974AA Snapdragon 801 (28 nm)', 'CPU': 'Quad-core 2.0 GHz Krait 400', 'GPU': 'Adreno 330'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS, GLONASS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {'Stand-by': 'Non-removable Li-Ion 2300 mAh battery', 'Talk time': 'Up to 580 h (3G)'}}, {'Misc': {'Colors': 'Black, White, Red, Green, Yellow', 'Price': 'About 180 EUR'}}]"
ZTE,Warp 4G,"[{'Network': {'Technology': 'CDMA / EVDO / LTE'}}, {'Launch': {'Announced': '2013, September. Released 2013, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '132.1 x 66 x 10.4 mm (5.20 x 2.60 x 0.41 in)', 'Weight': '127.6 g (4.48 oz)', 'SIM': 'Yes'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '4.5 inches, 55.8 cm', 'Resolution': '2', 'Protection': ' (~64.0% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 4.1 (Jelly Bean)', 'Chipset': 'Qualcomm MSM8930 Snapdragon 400 (28 nm)', 'CPU': 'Dual-core 1.2 GHz Krait 200', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash, panorama, HDR', 'Video': '720p'}}, {'Selfie camera': {'Single': '1 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP, LE', 'GPS': 'Yes, with A-GPS', 'NFC': 'Yes', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 150 EUR'}}]"
ZTE,nubia Z7 Max,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, July', 'Status': 'Available. Released 2014, July'}}, {'Body': {'Dimensions': '152.7 x 76 x 8.7 mm (6.01 x 2.99 x 0.34 in)', 'Weight': '160 g (5.64 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 82.6 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat), nubia UI 2', 'Chipset': 'Qualcomm MSM8974AC Snapdragon 801 (28 nm)', 'CPU': 'Quad-core 2.5 GHz Krait 400', 'GPU': 'Adreno 330'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '32GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash, panorama, HDR', 'Video': '2160p@30fps, 1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS, GLONASS', 'NFC': 'Yes', 'Infrared port': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {'Stand-by': 'Non-removable Li-Ion 3100 mAh battery', 'Talk time': 'Up to 720 h (3G)'}}, {'Misc': {'Colors': 'Black, White', 'Models': 'NX505J', 'Price': 'About 240 EUR'}}]"
ZTE,Blade Q Mini,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2013, October', 'Status': 'Available. Released 2014, January'}}, {'Body': {'Dimensions': '125.5 x 63.9 x 8.9 mm (4.94 x 2.52 x 0.35 in)', 'Weight': '126 g (4.44 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.2 (Jelly Bean)', 'Chipset': 'Mediatek MT6572 (28 nm)', 'CPU': 'Dual-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '3.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1500 mAh battery', 'Talk time': 'Up to 400 h (3G)'}}, {'Misc': {'Colors': 'White, Black', 'SAR EU': '0.54 W/kg (head) \xa0 \xa0 '}}]"
ZTE,nubia Z7,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, July', 'Status': 'Available. Released 2014, July'}}, {'Body': {'Dimensions': '153.2 x 75.7 x 8.9 mm (6.03 x 2.98 x 0.35 in)', 'Weight': '-', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 82.2 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat), nubia UI 2', 'Chipset': 'Qualcomm MSM8974AC Snapdragon 801 (28 nm)', 'CPU': 'Quad-core 2.5 GHz Krait 400', 'GPU': 'Adreno 330'}}, {'Memory': {'Card slot': 'No', 'Internal': '32GB 3GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF, OIS', 'Features': 'Dual-LED dual-tone flash, panorama, HDR', 'Video': '2160p@30fps, 1080p@30fps, stereo sound rec.'}}, {'Selfie camera': {'Single': '5 MP', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS, GLONASS', 'NFC': 'Yes', 'Infrared port': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White', 'Price': 'About 250 EUR'}}]"
ZTE,nubia Z5S mini NX405H,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, August', 'Status': 'Available. Released 2014, August'}}, {'Body': {'Dimensions': '134.9 x 65.8 x 8.6 mm (5.31 x 2.59 x 0.34 in)', 'Weight': '117.9 g (4.16 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IGZO IPS LCD capacitive touchscreen, 16M colors', 'Size': '4.7 inches, 60.9 cm', 'Resolution': '2', 'Protection': ' (~68.6% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 4.3 (Jelly Bean)', 'Chipset': 'Qualcomm Snapdragon 400 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, DLNA, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {'Stand-by': 'Non-removable Li-Ion 2000 mAh battery', 'Talk time': 'Up to 300 h (3G)'}}, {'Misc': {'Colors': 'Black, White', 'SAR': '0.65 W/kg (head) \xa0 \xa0 1.19 W/kg (body) \xa0 \xa0 ', 'Price': 'About 210 EUR'}}]"
ZTE,Blade Vec 4G,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, September', 'Status': 'Available. Released 2014, November'}}, {'Body': {'Dimensions': '142.3 x 70.4 x 7.8 mm (5.60 x 2.77 x 0.31 in)', 'Weight': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Qualcomm MSM8926 Snapdragon 400 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '16GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP or 13 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '2 MP/ 1 MP, market dependent'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 180 EUR'}}]"
ZTE,Kis 3 Max,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, September', 'Status': 'Available. Released 2014, November'}}, {'Body': {'Dimensions': '132 x 66 x 9.1 mm (5.20 x 2.60 x 0.36 in)', 'Weight': '135 g (4.76 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '4.5 inches, 55.8 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Mediatek MT6572 (28 nm)', 'CPU': 'Dual-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash, panorama', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, DLNA, Wi-Fi Direct, hotspot', 'Bluetooth': '3.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1850 mAh battery', 'Talk time': 'Up to 650 h (2G) / Up to 700 h (3G)'}}, {'Misc': {'Colors': 'Black, White', 'Price': 'About 120 EUR'}}]"
ZTE,Blade Vec 3G,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, September', 'Status': 'Available. Released 2014, November'}}, {'Body': {'Dimensions': '139.3 x 69.8 x 7.8 mm (5.48 x 2.75 x 0.31 in)', 'Weight': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Mediatek MT6582 (28 nm)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400MP2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, DLNA, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 170 EUR'}}]"
ZTE,Zmax,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, September', 'Status': 'Available. Released 2014, September'}}, {'Body': {'Dimensions': '162.6 x 83.8 x 8.9 mm (6.40 x 3.30 x 0.35 in)', 'Weight': '189.9 g (6.70 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '5.7 inches, 89.6 cm', 'Resolution': '2', 'Protection': ' (~65.7% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Qualcomm MSM8926 Snapdragon 400 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '1.6 MP', 'Video': '720p'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n, dual band, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {'Stand-by': 'Non-removable Li-Ion 3400 mAh battery', 'Talk time': 'Up to 360 h'}}, {'Misc': {'Colors': 'Black', 'Models': 'Z970', 'Price': 'About 200 EUR'}}]"
ZTE,Grand Xmax,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, October', 'Status': 'Available. Released 2014, October'}}, {'Body': {'Dimensions': '162.1 x 83.1 x 7.9 mm (6.38 x 3.27 x 0.31 in)', 'Weight': '171.8 g (6.07 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '6.0 inches, 99.2 cm', 'Resolution': '2', 'Protection': ' (~73.7% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Qualcomm MSM8212 Snapdragon 200 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 302'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '1 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Infrared port': 'Yes', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Charging': 'Non-removable Li-Ion 3200 mAh battery', 'Stand-by': 'Standard charging 10W, 30% in 30 min (advertised)', 'Talk time': '\r\nQuick Charge 1'}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Zinger,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, October', 'Status': 'Available. Released 2014, October'}}, {'Body': {'Dimensions': '117.6 x 62 x 12.2 mm (4.63 x 2.44 x 0.48 in)', 'Weight': '110 g (3.88 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '3.5 inches, 36.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Qualcomm MSM8210 Snapdragon 200 (28 nm)', 'CPU': 'Dual-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 302'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '2 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1500 mAh battery', 'Talk time': 'Up to 192 h (3G)'}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Grand S Pro,"[{'Network': {'Technology': 'CDMA / EVDO / LTE'}}, {'Launch': {'Announced': '2014, June', 'Status': 'Available. Released 2014, June'}}, {'Body': {'Dimensions': '142.2 x 71.1 x 10.2 mm (5.60 x 2.80 x 0.40 in)', 'Weight': '155.4 g (5.47 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~68.2% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 4.3 (Jelly Bean)', 'Chipset': 'Qualcomm MSM8974AB Snapdragon 801 (28 nm)', 'CPU': 'Quad-core 2.3 GHz Krait 400', 'GPU': 'Adreno 330'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '8GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'NFC': 'Yes', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 2300 mAh battery', 'Talk time': 'Up to 264 h (3G)'}}, {'Misc': {'Colors': 'Black/White'}}]"
ZTE,Grand S II,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / EVDO'}}, {'Launch': {'Announced': '2014, December', 'Status': 'Available. Released 2014, December'}}, {'Body': {'Dimensions': '157 x 77 x 7.9 mm (6.18 x 3.03 x 0.31 in)', 'Weight': '120 g (4.23 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.2 (Jelly Bean)', 'Chipset': 'Qualcomm MSM8674-1 Snapdragon 800 (28 nm)', 'CPU': 'Quad-core 2.2 GHz Krait 400', 'GPU': 'Adreno 330'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 2500 mAh battery', 'Talk time': 'Up to 200 h'}}, {'Misc': {'Colors': 'Silver', 'Price': 'About 180 EUR'}}]"
ZTE,Speed,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, December', 'Status': 'Available. Released 2014, December'}}, {'Body': {'Dimensions': '134.6 x 66 x 10.2 mm (5.30 x 2.60 x 0.40 in)', 'Weight': '136.1 g (4.80 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '4.5 inches, 55.8 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Qualcomm MSM8916 Snapdragon 410 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A53', 'GPU': 'Adreno 306'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash, panorama, HDR', 'Video': 'Yes'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Talk time': 'Non-removable Li-Po 2000 mAh battery'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 80 EUR'}}]"
ZTE,Grand X Plus Z826,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, December', 'Status': 'Available. Released 2014, December'}}, {'Body': {'Dimensions': '144.6 x 73.9 x 9.6 mm (5.69 x 2.91 x 0.38 in)', 'Weight': '150 g (5.29 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4 (KitKat)', 'Chipset': 'Qualcomm MSM8926 Snapdragon 400 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '8GB 2GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black/Silver', 'SAR EU': '0.78 W/kg (head) \xa0 \xa0 1.23 W/kg (body) \xa0 \xa0 '}}]"
